empleado_id,fecha,hora_inicio,hora_fin,tipo_turno,ubicacion,notas
E245,2025-03-20,01:54,08:54,Mañana,Oficina Remota,
E727,2025-01-07,03:57,10:57,Mañana,Almacén,Reiciendis occaecati reiciendis possimus.
E925,2024-09-19,00:48,06:48,Libre,Oficina Central,
E1071,2024-10-04,10:01,16:01,Tarde,Oficina Remota,
E327,2024-07-12,14:40,22:40,Tarde,Planta de Producción,
E099,2025-04-07,06:52,12:52,Tarde,Almacén,
E1070,2024-07-04,23:48,07:48,Noche,Oficina Central,
E595,2025-04-18,02:00,09:00,Mañana,Oficina Remota,
E793,2024-11-29,11:03,18:03,Mañana,Oficina Central,
E116,2024-05-06,16:28,23:28,Mañana,Almacén,Pariatur nesciunt cum odit.
E670,2025-03-22,12:04,18:04,Libre,Oficina Central,
E975,2024-05-16,19:57,03:57,Mañana,Planta de Producción,
E556,2025-04-06,14:29,22:29,Noche,Oficina Central,Repellendus iure quis repellendus minima unde.
E968,2024-09-29,15:10,21:10,Mañana,Almacén,
E220,2025-02-25,22:58,04:58,Mañana,Oficina Central,
E1121,2024-04-22,07:46,15:46,Mañana,Almacén,
E1094,2024-09-09,23:23,06:23,Tarde,Almacén,
E256,2024-08-13,14:06,20:06,Noche,Oficina Central,
E890,2025-02-13,02:22,09:22,Tarde,Oficina Remota,
E864,2024-09-18,06:12,13:12,Mañana,Oficina Central,
E259,2025-02-15,12:09,18:09,Libre,Oficina Central,
E782,2024-07-26,08:19,16:19,Mañana,Oficina Remota,
E593,2025-03-27,23:16,06:16,Noche,Planta de Producción,
E718,2025-02-04,12:31,19:31,Tarde,Oficina Remota,
E334,2024-09-12,05:01,12:01,Tarde,Almacén,Tempora magni et perspiciatis.
E269,2024-11-28,17:42,23:42,Noche,Planta de Producción,
E715,2024-08-09,10:03,18:03,Mañana,Oficina Central,
E006,2025-03-01,13:07,20:07,Mañana,Planta de Producción,
E1120,2024-11-07,22:23,04:23,Noche,Oficina Central,
E703,2024-05-09,10:07,17:07,Libre,Almacén,
E383,2024-09-24,12:38,19:38,Noche,Almacén,
E606,2024-05-31,01:03,08:03,Libre,Planta de Producción,
E728,2025-01-04,12:12,19:12,Noche,Oficina Remota,
E1081,2024-10-14,00:18,06:18,Tarde,Planta de Producción,Quod quisquam velit ipsum iure.
E511,2024-07-13,18:23,02:23,Noche,Almacén,
E618,2024-08-14,02:16,09:16,Noche,Almacén,Maiores nulla aliquam qui ratione recusandae.
E300,2024-08-10,02:10,09:10,Tarde,Oficina Central,
E172,2024-07-30,02:02,09:02,Tarde,Oficina Remota,
E084,2024-12-14,08:19,14:19,Mañana,Planta de Producción,Expedita suscipit quo repellat in ad.
E621,2024-06-15,09:58,17:58,Noche,Planta de Producción,
E1191,2024-09-16,13:05,19:05,Tarde,Oficina Central,
E535,2024-07-29,09:10,17:10,Libre,Oficina Remota,
E851,2024-10-22,23:40,06:40,Noche,Almacén,
E713,2024-11-12,01:26,08:26,Mañana,Planta de Producción,
E997,2024-11-17,04:36,10:36,Libre,Planta de Producción,
E343,2025-02-23,00:26,06:26,Mañana,Oficina Remota,
E1034,2024-12-29,17:57,00:57,Noche,Oficina Remota,
E381,2024-09-17,09:47,17:47,Noche,Planta de Producción,
E605,2025-02-23,17:32,01:32,Tarde,Planta de Producción,
E148,2024-04-23,13:53,20:53,Noche,Almacén,
E770,2024-11-07,16:14,23:14,Noche,Oficina Remota,
E996,2024-07-25,15:17,22:17,Tarde,Almacén,
E1025,2024-08-06,10:56,18:56,Tarde,Oficina Central,
E921,2024-08-15,02:30,09:30,Mañana,Oficina Central,
E747,2024-07-15,22:04,05:04,Mañana,Planta de Producción,
E1020,2025-03-03,22:59,06:59,Libre,Oficina Central,
E1014,2025-03-14,16:05,00:05,Mañana,Oficina Remota,
E1111,2024-05-23,21:16,05:16,Mañana,Oficina Central,
E910,2025-03-25,08:48,15:48,Tarde,Almacén,
E561,2025-04-16,18:07,02:07,Tarde,Oficina Central,
E177,2024-12-29,11:39,19:39,Libre,Oficina Remota,
E750,2025-01-10,16:08,23:08,Libre,Oficina Central,
E252,2025-03-02,11:02,18:02,Noche,Oficina Central,
E040,2024-07-08,16:33,00:33,Noche,Oficina Central,
E935,2024-12-08,14:33,20:33,Mañana,Planta de Producción,
E773,2025-02-01,05:22,12:22,Noche,Almacén,
E893,2024-06-05,23:15,06:15,Libre,Oficina Central,
E1059,2024-04-29,04:36,10:36,Libre,Planta de Producción,Ex et numquam est inventore voluptatibus.
E845,2024-07-16,08:42,14:42,Libre,Almacén,Sequi tempora unde nisi.
E721,2024-05-11,03:32,10:32,Noche,Oficina Central,
E381,2025-02-19,18:53,02:53,Tarde,Planta de Producción,
E919,2024-12-26,09:53,15:53,Libre,Oficina Remota,
E1046,2025-04-14,10:56,16:56,Noche,Almacén,
E754,2025-04-04,16:57,23:57,Libre,Almacén,
E450,2024-05-08,04:22,11:22,Tarde,Almacén,Ipsa minus ea.
E993,2024-12-02,11:50,17:50,Mañana,Planta de Producción,
E853,2024-11-11,09:41,17:41,Mañana,Almacén,
E860,2024-07-14,20:06,04:06,Tarde,Oficina Remota,
E683,2024-11-09,01:53,08:53,Noche,Oficina Remota,
E139,2025-02-13,23:23,06:23,Noche,Planta de Producción,
E618,2024-09-04,13:56,19:56,Libre,Oficina Central,
E936,2024-04-23,07:23,14:23,Mañana,Planta de Producción,
E138,2025-04-06,22:32,05:32,Noche,Planta de Producción,
E222,2024-05-26,01:19,09:19,Noche,Almacén,
E960,2025-03-14,16:43,23:43,Libre,Almacén,
E192,2025-02-13,17:19,23:19,Noche,Oficina Remota,
E630,2024-05-21,03:49,11:49,Libre,Oficina Central,
E970,2025-02-05,19:45,01:45,Libre,Oficina Remota,
E951,2025-02-07,23:51,06:51,Mañana,Oficina Remota,
E417,2024-11-16,23:45,06:45,Libre,Oficina Remota,
E606,2024-05-02,20:54,03:54,Noche,Oficina Central,
E689,2025-04-01,00:00,08:00,Noche,Planta de Producción,
E502,2025-01-04,23:18,05:18,Noche,Oficina Remota,
E433,2024-10-25,22:54,05:54,Mañana,Planta de Producción,
E440,2024-09-03,23:56,05:56,Noche,Oficina Remota,Quos nemo qui corrupti perferendis odit.
E108,2024-08-25,23:54,06:54,Tarde,Almacén,
E355,2024-07-10,13:11,20:11,Tarde,Planta de Producción,
E476,2024-11-07,02:24,10:24,Noche,Almacén,
E1150,2025-01-01,11:45,17:45,Mañana,Almacén,
E1131,2024-06-02,17:58,01:58,Tarde,Oficina Central,
E1047,2024-11-18,19:17,02:17,Tarde,Oficina Remota,
E951,2025-02-02,12:34,19:34,Libre,Planta de Producción,
E1114,2024-10-24,16:08,22:08,Tarde,Planta de Producción,
E288,2024-05-11,22:28,06:28,Tarde,Oficina Remota,
E1075,2024-11-08,15:24,21:24,Tarde,Planta de Producción,
E647,2025-01-03,02:56,09:56,Mañana,Planta de Producción,
E1018,2024-08-28,10:05,18:05,Libre,Planta de Producción,
E516,2024-08-09,21:20,04:20,Libre,Almacén,
E643,2024-09-12,00:32,07:32,Libre,Oficina Remota,
E731,2024-05-22,00:26,08:26,Libre,Planta de Producción,
E072,2024-06-12,22:17,06:17,Noche,Oficina Central,
E617,2024-09-05,05:00,11:00,Mañana,Planta de Producción,
E1162,2024-09-13,13:53,21:53,Tarde,Planta de Producción,
E164,2025-02-05,09:17,17:17,Tarde,Oficina Remota,
E615,2024-11-04,19:26,02:26,Libre,Planta de Producción,
E1113,2024-08-09,22:16,05:16,Mañana,Almacén,
E961,2024-05-06,16:23,22:23,Noche,Planta de Producción,Eos libero minus tempore id.
E028,2024-12-13,16:05,23:05,Mañana,Planta de Producción,
E554,2025-04-14,04:17,10:17,Mañana,Almacén,Sint quidem dolores soluta officiis vel.
E1112,2025-02-16,08:30,16:30,Noche,Almacén,At minima ab.
E805,2024-10-16,16:25,23:25,Tarde,Almacén,
E466,2024-05-17,09:54,17:54,Tarde,Almacén,
E1183,2025-02-17,09:08,17:08,Noche,Oficina Remota,
E776,2024-04-25,20:36,02:36,Noche,Oficina Remota,
E718,2024-05-31,21:22,04:22,Noche,Oficina Central,
E1048,2025-03-12,04:22,11:22,Libre,Almacén,
E172,2024-05-30,05:44,13:44,Noche,Oficina Remota,
E083,2024-11-21,12:21,18:21,Tarde,Planta de Producción,
E1120,2024-08-18,12:14,18:14,Mañana,Oficina Remota,
E480,2025-04-10,01:05,09:05,Libre,Almacén,
E818,2024-06-21,05:18,12:18,Libre,Planta de Producción,
E565,2024-08-08,09:44,17:44,Libre,Oficina Central,
E331,2025-02-11,10:02,16:02,Noche,Oficina Central,
E695,2024-10-01,15:36,23:36,Libre,Oficina Remota,
E236,2024-08-31,12:10,20:10,Noche,Almacén,
E376,2024-07-06,17:58,01:58,Tarde,Almacén,
